No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
10563,2014,5,15,2,20.0,28.0,2.0,50.0,300.0,16.0,11.4,991.9,-1.1,0.0,7,1.2,0
10564,2014,5,15,3,8.0,24.0,2.0,32.0,300.0,32.0,10.7,992.0,-0.8,0.0,7,0.6,0
10565,2014,5,15,4,15.0,31.0,2.0,46.0,300.0,19.0,10.2,992.7,-0.1,0.0,6,2.6,0
10566,2014,5,15,5,21.0,77.0,3.0,60.0,300.0,3.0,11.2,993.0,-0.3,0.0,6,2.0,0
10567,2014,5,15,6,23.0,66.0,3.0,51.0,300.0,7.0,14.6,993.0,-0.3,0.0,7,0.6,0
10568,2014,5,15,7,22.0,78.0,6.0,44.0,400.0,15.0,17.4,993.3,1.8,0.0,0,1.1,0
10569,2014,5,15,8,32.0,116.0,6.0,57.0,500.0,5.0,19.9,993.1,2.7,0.0,0,0.9,0
10570,2014,5,15,9,30.0,99.0,5.0,58.0,500.0,15.0,22.7,992.4,1.1,0.0,10,2.1,0
10571,2014,5,15,10,34.0,80.0,5.0,47.0,500.0,38.0,24.6,991.7,0.8,0.0,10,2.1,0
10572,2014,5,15,11,35.0,94.0,8.0,32.0,500.0,63.0,25.7,991.0,2.4,0.0,9,2.9,0
10573,2014,5,15,12,53.0,155.0,12.0,38.0,500.0,68.0,27.5,990.2,-1.5,0.0,8,5.7,0
10574,2014,5,15,13,70.0,183.0,9.0,34.0,400.0,82.0,28.2,989.1,-0.9,0.0,9,5.8,0
10575,2014,5,15,14,70.0,240.0,8.0,43.0,400.0,87.0,28.1,988.5,-1.0,0.0,9,3.0,0
10576,2014,5,15,15,85.0,266.0,8.0,34.0,400.0,112.0,28.2,988.3,-0.9,0.0,8,2.3,0
10577,2014,5,15,16,94.0,276.0,5.0,24.0,400.0,119.0,28.0,988.3,3.6,0.0,9,2.2,0
10578,2014,5,15,17,106.0,324.0,7.0,27.0,400.0,120.0,27.6,988.4,4.6,0.0,2,1.8,0
10579,2014,5,15,18,98.0,293.0,9.0,30.0,400.0,130.0,27.0,988.8,3.5,0.0,0,2.2,0
10580,2014,5,15,19,104.0,292.0,8.0,42.0,400.0,114.0,25.8,989.6,3.7,0.0,10,2.9,0
10581,2014,5,15,20,105.0,296.0,8.0,44.0,500.0,101.0,25.2,990.6,3.2,0.0,4,1.2,0
10582,2014,5,15,21,103.0,278.0,8.0,36.0,500.0,103.0,23.3,991.2,3.8,0.0,1,1.6,0
10583,2014,5,15,22,93.0,266.0,7.0,32.0,500.0,95.0,22.9,992.1,3.9,0.0,0,1.1,0
10584,2014,5,15,23,96.0,255.0,7.0,38.0,500.0,80.0,21.7,992.4,5.1,0.0,12,1.0,0
10585,2014,5,16,0,91.0,262.0,9.0,40.0,500.0,68.0,19.6,992.6,6.0,0.0,3,1.4,0
10586,2014,5,16,1,81.0,251.0,19.0,80.0,500.0,30.0,18.5,992.9,5.3,0.0,5,0.5,0
10587,2014,5,16,2,89.0,215.0,13.0,101.0,600.0,3.0,17.4,993.2,5.0,0.0,6,1.7,0
10588,2014,5,16,3,89.0,230.0,7.0,51.0,600.0,40.0,16.5,993.8,5.1,0.0,15,0.6,0
10589,2014,5,16,4,80.0,198.0,6.0,35.0,500.0,53.0,19.2,995.4,3.4,0.0,5,1.1,0
10590,2014,5,16,5,71.0,179.0,5.0,32.0,500.0,54.0,17.2,996.8,4.8,0.0,0,0.8,0
10591,2014,5,16,6,57.0,154.0,6.0,22.0,500.0,72.0,22.0,997.7,1.6,0.0,4,1.7,0
10592,2014,5,16,7,29.0,75.0,3.0,21.0,400.0,67.0,24.0,998.5,0.3,0.0,6,2.4,0
10593,2014,5,16,8,14.0,52.0,2.0,14.0,400.0,75.0,25.3,999.1,-0.7,0.0,6,2.3,0
10594,2014,5,16,9,11.0,55.0,2.0,6.0,300.0,90.0,26.3,999.2,-1.5,0.0,7,1.3,0
10595,2014,5,16,10,11.0,19.0,2.0,5.0,300.0,99.0,27.6,999.0,1.1,0.0,9,1.0,0
10596,2014,5,16,11,13.0,51.0,2.0,9.0,300.0,111.0,27.8,998.7,0.5,0.0,10,3.0,0
10597,2014,5,16,12,16.0,33.0,2.0,7.0,200.0,121.0,29.0,998.5,-0.3,0.0,2,2.1,0
10598,2014,5,16,13,14.0,29.0,2.0,7.0,200.0,127.0,29.7,997.8,-0.7,0.0,2,2.4,0
10599,2014,5,16,14,8.0,20.0,2.0,7.0,200.0,140.0,29.8,997.5,0.4,0.0,0,2.8,0
10600,2014,5,16,15,12.0,32.0,2.0,8.0,200.0,146.0,30.0,997.2,0.5,0.0,2,3.0,0
10601,2014,5,16,16,11.0,32.0,2.0,10.0,200.0,147.0,29.2,997.5,-0.1,0.0,2,3.1,0
10602,2014,5,16,17,13.0,31.0,2.0,11.0,200.0,151.0,28.5,998.3,-0.7,0.0,9,1.6,0
10603,2014,5,16,18,17.0,40.0,2.0,18.0,200.0,141.0,27.5,999.4,1.0,0.0,9,2.1,0
10604,2014,5,16,19,16.0,53.0,2.0,28.0,300.0,123.0,26.5,1000.4,1.7,0.0,10,2.2,0
10605,2014,5,16,20,19.0,74.0,4.0,44.0,300.0,107.0,25.5,1001.5,4.0,0.0,9,4.0,0
10606,2014,5,16,21,32.0,95.0,5.0,48.0,300.0,102.0,24.0,1002.3,5.8,0.0,9,2.5,0
10607,2014,5,16,22,39.0,153.0,12.0,39.0,400.0,110.0,22.8,1003.2,3.3,0.0,0,1.9,0
10608,2014,5,16,23,64.0,162.0,21.0,37.0,500.0,114.0,21.5,1003.7,3.2,0.0,0,2.4,0
10609,2014,5,17,0,52.0,154.0,22.0,40.0,600.0,97.0,20.8,1004.1,3.0,0.0,0,1.4,0
10610,2014,5,17,1,45.0,103.0,18.0,40.0,800.0,82.0,19.5,1004.4,4.0,0.0,1,0.6,0
10611,2014,5,17,2,50.0,121.0,18.0,39.0,800.0,65.0,18.9,1004.6,3.9,0.0,2,0.8,0
10612,2014,5,17,3,44.0,102.0,19.0,43.0,800.0,57.0,17.0,1004.6,5.3,0.0,3,1.3,0
10613,2014,5,17,4,59.0,116.0,19.0,42.0,800.0,59.0,15.9,1004.7,5.2,0.0,3,0.9,0
10614,2014,5,17,5,48.0,109.0,10.0,36.0,800.0,50.0,16.6,1005.3,4.9,0.0,3,0.9,0
10615,2014,5,17,6,46.0,96.0,11.0,39.0,800.0,55.0,18.1,1005.6,5.0,0.0,7,0.7,0
10616,2014,5,17,7,43.0,101.0,14.0,33.0,800.0,61.0,20.3,1006.0,5.5,0.0,11,1.3,0
10617,2014,5,17,8,47.0,98.0,22.0,41.0,800.0,66.0,22.1,1006.0,5.1,0.0,8,2.2,0
10618,2014,5,17,9,63.0,140.0,32.0,80.0,900.0,45.0,22.9,1005.6,4.9,0.0,0,3.2,0
10619,2014,5,17,10,69.0,124.0,46.0,71.0,1000.0,77.0,24.1,1004.8,5.9,0.0,10,1.8,0
10620,2014,5,17,11,79.0,138.0,51.0,64.0,1100.0,98.0,26.6,1003.7,2.5,0.0,10,4.5,0
10621,2014,5,17,12,83.0,122.0,43.0,67.0,1100.0,105.0,25.7,1002.8,1.7,0.0,9,5.4,0
10622,2014,5,17,13,44.0,70.0,19.0,25.0,1100.0,138.0,27.5,1001.7,3.2,0.0,10,3.1,0
10623,2014,5,17,14,48.0,106.0,23.0,26.0,900.0,156.0,27.8,1000.8,3.5,0.0,10,5.0,0
10624,2014,5,17,15,44.0,91.0,18.0,17.0,800.0,189.0,27.3,1000.1,5.0,0.0,8,4.6,0
10625,2014,5,17,16,51.0,127.0,20.0,18.0,800.0,211.0,26.8,1000.4,3.9,0.0,8,3.8,0
10626,2014,5,17,17,53.0,114.0,20.0,20.0,700.0,219.0,25.9,1000.8,6.5,0.0,12,1.2,0
10627,2014,5,17,18,44.0,96.0,15.0,25.0,700.0,188.0,24.2,1001.3,7.3,0.0,15,1.4,0
10628,2014,5,17,19,51.0,130.0,14.0,30.0,700.0,174.0,23.1,1002.9,8.0,0.0,3,1.2,0
10629,2014,5,17,20,49.0,131.0,12.0,46.0,700.0,138.0,21.6,1003.6,9.2,0.0,3,1.5,0
10630,2014,5,17,21,40.0,77.0,8.0,27.0,700.0,139.0,21.2,1003.4,9.1,0.0,4,1.1,0
10631,2014,5,17,22,28.0,40.0,5.0,26.0,600.0,111.0,20.7,1002.7,9.6,0.0,6,1.0,0
10632,2014,5,17,23,25.0,28.0,5.0,22.0,600.0,113.0,19.5,1002.5,9.7,0.0,3,1.0,0
10633,2014,5,18,0,27.0,35.0,5.0,23.0,500.0,107.0,18.8,1002.4,9.6,0.0,3,1.3,0
10634,2014,5,18,1,25.0,43.0,4.0,25.0,500.0,91.0,18.0,1001.9,9.6,0.0,5,1.0,0
10635,2014,5,18,2,25.0,32.0,3.0,19.0,500.0,95.0,17.7,1001.6,9.6,0.0,7,1.2,0
10636,2014,5,18,3,30.0,35.0,3.0,22.0,500.0,92.0,16.8,1001.6,9.9,0.0,3,1.1,0
10637,2014,5,18,4,30.0,41.0,2.0,26.0,500.0,76.0,16.3,1001.6,9.9,0.0,3,0.8,0
10638,2014,5,18,5,28.0,35.0,2.0,25.0,500.0,78.0,17.1,1001.8,10.2,0.0,3,0.7,0
10639,2014,5,18,6,31.0,51.0,2.0,24.0,500.0,73.0,18.3,1002.0,10.1,0.0,14,1.1,0
10640,2014,5,18,7,39.0,52.0,6.0,31.0,500.0,63.0,20.2,1002.2,10.3,0.0,15,1.0,0
10641,2014,5,18,8,43.0,58.0,10.0,63.0,500.0,43.0,22.6,1001.9,10.7,0.0,8,1.0,0
10642,2014,5,18,9,46.0,76.0,9.0,55.0,500.0,52.0,24.1,1001.4,10.4,0.0,10,2.3,0
10643,2014,5,18,10,45.0,55.0,9.0,38.0,600.0,83.0,25.7,1000.7,9.5,0.0,2,1.8,0
10644,2014,5,18,11,50.0,59.0,13.0,26.0,600.0,126.0,27.4,999.5,9.2,0.0,10,2.0,0
10645,2014,5,18,12,49.0,70.0,13.0,22.0,600.0,155.0,28.0,998.8,8.8,0.0,10,2.8,0
10646,2014,5,18,13,47.0,63.0,13.0,16.0,600.0,185.0,29.0,997.8,8.6,0.0,8,1.0,0
10647,2014,5,18,14,61.0,90.0,15.0,22.0,600.0,209.0,30.1,996.8,8.5,0.0,10,3.8,0
10648,2014,5,18,15,81.0,126.0,23.0,42.0,600.0,227.0,29.3,996.2,9.4,0.0,9,4.0,0
10649,2014,5,18,16,79.0,128.0,26.0,22.0,700.0,255.0,29.2,995.4,9.8,0.0,10,2.3,0
10650,2014,5,18,17,85.0,140.0,34.0,21.0,700.0,252.0,28.5,995.0,10.2,0.0,10,1.5,0
10651,2014,5,18,18,97.0,156.0,41.0,22.0,700.0,255.0,27.9,996.0,11.9,0.0,8,2.1,0
10652,2014,5,18,19,115.0,221.0,45.0,29.0,800.0,262.0,27.5,996.7,12.7,0.0,9,2.9,0
10653,2014,5,18,20,133.0,245.0,51.0,29.0,900.0,255.0,27.2,997.0,13.9,0.0,9,1.8,0
10654,2014,5,18,21,151.0,273.0,52.0,35.0,1000.0,226.0,25.1,997.1,15.7,0.2,1,1.0,0
10655,2014,5,18,22,153.0,290.0,40.0,38.0,1200.0,185.0,24.0,996.8,15.2,0.0,4,2.1,0
10656,2014,5,18,23,139.0,216.0,29.0,32.0,1200.0,159.0,20.5,998.3,14.8,1.6,5,2.9,0
10657,2014,5,19,0,144.0,208.0,22.0,29.0,1200.0,155.0,18.1,998.3,14.4,0.1,6,1.8,0
10658,2014,5,19,1,91.0,91.0,6.0,14.0,1200.0,137.0,18.2,998.4,14.5,0.0,6,2.0,0
10659,2014,5,19,2,62.0,62.0,3.0,14.0,1000.0,129.0,18.6,998.9,14.7,4.6,4,3.6,0
10660,2014,5,19,3,61.0,61.0,4.0,15.0,900.0,129.0,18.9,998.7,14.4,0.1,5,0.9,0
10661,2014,5,19,4,65.0,69.0,2.0,10.0,800.0,111.0,18.8,997.3,14.7,0.0,11,0.5,0
10662,2014,5,19,5,50.0,50.0,2.0,8.0,700.0,98.0,18.7,997.9,14.8,0.0,0,1.5,0
10663,2014,5,19,6,53.0,53.0,2.0,12.0,700.0,75.0,18.5,997.4,15.6,0.0,15,1.1,0
10664,2014,5,19,7,50.0,67.0,2.0,21.0,700.0,81.0,19.1,997.6,15.2,0.0,12,1.1,0
10665,2014,5,19,8,65.0,65.0,2.0,45.0,700.0,71.0,20.5,997.7,15.3,0.0,6,1.0,0
10666,2014,5,19,9,70.0,76.0,4.0,41.0,700.0,76.0,22.8,997.1,13.6,0.0,0,1.6,0
10667,2014,5,19,10,59.0,98.0,9.0,25.0,700.0,108.0,24.1,996.5,13.9,0.0,9,2.0,0
10668,2014,5,19,11,50.0,66.0,9.0,24.0,700.0,126.0,24.9,995.7,15.2,0.0,11,1.4,0
10669,2014,5,19,12,81.0,98.0,10.0,35.0,700.0,137.0,26.2,994.7,15.3,0.0,2,2.5,0
10670,2014,5,19,13,99.0,123.0,11.0,37.0,700.0,162.0,26.6,993.9,15.0,0.0,12,1.6,0
10671,2014,5,19,14,128.0,137.0,14.0,35.0,800.0,192.0,27.4,993.1,14.4,0.0,1,1.5,0
10672,2014,5,19,15,141.0,168.0,20.0,28.0,900.0,242.0,28.7,992.7,14.9,0.0,10,1.5,0
10673,2014,5,19,16,161.0,195.0,24.0,31.0,1000.0,268.0,28.7,992.5,13.0,0.0,0,1.9,0
10674,2014,5,19,17,151.0,179.0,23.0,33.0,1200.0,268.0,28.2,992.6,12.9,0.0,10,2.7,0
10675,2014,5,19,18,130.0,198.0,20.0,34.0,1200.0,262.0,27.5,993.0,13.8,0.0,3,0.7,0
10676,2014,5,19,19,119.0,187.0,13.0,38.0,1200.0,223.0,25.4,993.4,14.2,0.0,3,1.0,0
10677,2014,5,19,20,110.0,208.0,8.0,47.0,1200.0,181.0,23.8,994.0,14.8,0.0,1,1.1,0
10678,2014,5,19,21,136.0,207.0,9.0,48.0,1300.0,175.0,22.2,994.4,14.8,0.0,14,0.9,0
10679,2014,5,19,22,139.0,200.0,8.0,33.0,1200.0,181.0,21.6,994.7,14.7,0.0,6,1.1,0
10680,2014,5,19,23,141.0,179.0,5.0,34.0,1200.0,155.0,22.0,994.3,14.4,0.0,10,1.2,0
10681,2014,5,20,0,146.0,176.0,6.0,28.0,1200.0,165.0,20.9,994.8,14.8,0.0,15,0.9,0
10682,2014,5,20,1,141.0,181.0,7.0,33.0,1200.0,144.0,20.4,994.7,14.7,0.0,3,0.9,0
10683,2014,5,20,2,144.0,173.0,6.0,53.0,1200.0,113.0,19.9,994.8,14.5,0.0,0,0.3,0
10684,2014,5,20,3,143.0,173.0,5.0,142.0,1300.0,6.0,19.5,994.9,13.7,0.0,4,1.5,0
10685,2014,5,20,4,145.0,159.0,4.0,32.0,1200.0,113.0,18.0,995.5,12.2,0.0,7,0.8,0
10686,2014,5,20,5,116.0,116.0,3.0,36.0,1200.0,99.0,18.4,995.9,10.2,0.0,6,1.3,0
10687,2014,5,20,6,68.0,68.0,3.0,26.0,1000.0,73.0,23.4,996.2,5.8,0.0,6,1.6,0
10688,2014,5,20,7,28.0,28.0,2.0,23.0,900.0,60.0,25.5,996.6,5.1,0.0,3,1.5,0
10689,2014,5,20,8,12.0,26.0,2.0,16.0,700.0,67.0,27.3,996.9,5.5,0.0,7,2.0,0
10690,2014,5,20,9,6.0,6.0,2.0,13.0,600.0,76.0,28.5,996.7,4.0,0.0,6,3.0,0
10691,2014,5,20,10,4.0,5.0,2.0,10.0,500.0,88.0,29.7,995.9,4.3,0.0,5,1.6,0
10692,2014,5,20,11,3.0,5.0,3.0,12.0,400.0,97.0,30.6,995.3,5.1,0.0,3,2.2,0
10693,2014,5,20,12,11.0,35.0,9.0,12.0,400.0,110.0,31.8,994.7,5.3,0.0,8,2.0,0
10694,2014,5,20,13,16.0,16.0,13.0,13.0,400.0,117.0,33.0,993.9,3.8,0.0,15,3.9,0
10695,2014,5,20,14,14.0,27.0,13.0,15.0,400.0,127.0,33.8,993.4,2.6,0.0,15,1.7,0
10696,2014,5,20,15,16.0,16.0,15.0,16.0,400.0,130.0,32.7,993.0,6.1,0.0,9,2.8,0
10697,2014,5,20,16,7.0,74.0,9.0,15.0,400.0,147.0,31.9,992.9,6.1,0.0,2,2.9,0
10698,2014,5,20,17,7.0,74.0,9.0,16.0,400.0,147.0,31.3,993.1,6.4,0.0,8,2.4,0
10699,2014,5,20,18,24.0,58.0,6.0,25.0,400.0,203.0,29.9,993.6,7.1,0.0,10,3.0,0
10700,2014,5,20,19,26.0,79.0,5.0,31.0,400.0,190.0,28.6,994.3,8.3,0.0,2,1.2,0
10701,2014,5,20,20,33.0,82.0,6.0,35.0,400.0,173.0,26.1,995.3,9.0,0.0,4,1.1,0
10702,2014,5,20,21,34.0,102.0,6.0,48.0,400.0,130.0,24.5,996.5,13.1,0.0,0,5.3,0
10703,2014,5,20,22,65.0,255.0,13.0,63.0,500.0,98.0,22.6,997.1,11.6,0.0,1,2.7,0
10704,2014,5,20,23,95.0,185.0,21.0,44.0,800.0,90.0,21.7,997.7,10.5,0.0,2,2.4,0
10705,2014,5,21,0,79.0,115.0,19.0,32.0,900.0,95.0,21.2,997.9,10.9,0.0,0,0.9,0
10706,2014,5,21,1,74.5,103.0,21.1,25.9,1000.0,97.2,20.2,996.9,11.4,0.0,4,2.1,0
10707,2014,5,21,2,75.8,113.0,19.8,25.4,1000.0,92.2,19.7,997.1,10.9,0.0,6,1.1,0
10708,2014,5,21,3,80.7,133.0,16.1,31.0,1000.0,74.3,18.4,997.2,11.7,0.0,3,1.3,0
10709,2014,5,21,4,81.0,133.0,16.0,31.0,1000.0,74.0,17.6,997.9,12.1,0.0,6,1.6,0
10710,2014,5,21,5,80.4,121.0,9.5,34.9,1100.0,53.4,18.1,998.9,11.9,0.0,5,2.5,0
10711,2014,5,21,6,80.0,121.0,10.0,35.0,1100.0,53.0,19.9,998.6,12.4,0.0,12,2.3,0
10712,2014,5,21,7,88.0,116.0,10.0,30.0,1100.0,55.0,21.3,998.8,11.9,0.0,6,1.5,0
10713,2014,5,21,8,103.0,157.0,21.0,65.0,1200.0,29.0,22.8,998.5,11.5,0.0,2,0.5,0
10714,2014,5,21,9,104.0,121.0,27.0,35.0,1200.0,80.0,25.3,997.9,12.2,0.0,11,2.1,0
10715,2014,5,21,10,104.0,139.0,28.0,31.0,1200.0,109.0,26.8,997.4,12.4,0.0,12,1.8,0
10716,2014,5,21,11,100.0,141.0,28.0,30.0,1300.0,137.0,27.9,996.8,12.3,0.0,2,2.4,0
10717,2014,5,21,12,101.0,128.0,25.0,26.0,1200.0,171.0,28.5,996.1,12.4,0.0,0,1.9,0
10718,2014,5,21,13,110.0,139.0,22.0,25.0,1600.0,204.0,29.4,995.4,12.3,0.0,10,1.9,0
10719,2014,5,21,14,113.0,150.0,24.0,31.0,1300.0,228.0,30.5,994.5,12.9,0.0,0,1.4,0
10720,2014,5,21,15,135.0,153.0,24.0,44.0,1400.0,238.0,31.0,993.8,13.7,0.0,10,3.5,0
10721,2014,5,21,16,153.0,185.0,28.0,47.0,1500.0,269.0,30.5,993.9,15.8,0.0,10,3.6,0
10722,2014,5,21,17,140.0,245.0,35.0,32.0,1500.0,276.0,29.6,993.9,15.3,0.0,10,2.7,0
10723,2014,5,21,18,132.0,204.0,40.0,27.0,1300.0,263.0,29.2,994.4,15.3,0.0,10,2.0,0
10724,2014,5,21,19,132.0,203.0,37.0,36.0,1500.0,251.0,28.6,995.0,15.5,0.0,0,1.0,0
10725,2014,5,21,20,136.0,212.0,33.0,44.0,1600.0,229.0,26.8,995.9,15.8,0.0,1,0.6,0
10726,2014,5,21,21,146.0,230.0,29.0,53.0,1700.0,182.0,26.0,996.2,15.4,0.0,3,0.7,0
10727,2014,5,21,22,166.0,230.0,24.0,60.0,1900.0,141.0,24.4,996.1,15.6,0.0,7,0.8,0
10728,2014,5,21,23,145.0,172.0,21.0,37.0,1700.0,171.0,23.0,995.9,15.6,0.0,3,1.0,0
10729,2014,5,22,0,135.0,196.0,18.0,44.0,1800.0,144.0,23.3,996.1,15.4,0.0,0,1.0,0
10730,2014,5,22,1,136.0,188.0,17.0,45.0,1800.0,111.0,21.9,996.2,15.5,0.0,3,1.5,0
10731,2014,5,22,2,139.0,201.0,22.0,55.0,1700.0,75.0,21.1,996.1,15.4,0.0,3,0.8,0
10732,2014,5,22,3,136.0,169.0,15.0,29.0,1700.0,126.0,20.3,996.4,15.3,0.0,14,0.4,0
10733,2014,5,22,4,135.0,169.0,11.0,27.0,1700.0,124.0,19.2,996.8,15.3,0.0,6,1.2,0
10734,2014,5,22,5,148.0,189.0,14.0,35.0,1700.0,74.0,19.3,997.2,15.4,0.0,6,0.7,0
10735,2014,5,22,6,145.0,170.0,10.0,44.0,1800.0,68.0,21.5,997.9,15.8,0.0,12,0.8,0
10736,2014,5,22,7,154.2,195.5,12.2,61.3,1800.0,43.3,23.6,998.6,16.1,0.0,0,1.4,0
10737,2014,5,22,8,177.0,233.0,24.0,62.0,1900.0,57.0,25.3,998.6,17.0,0.0,15,1.0,0
10738,2014,5,22,9,238.0,320.0,48.0,49.0,2500.0,90.0,26.5,998.6,17.6,0.0,1,1.3,0
10739,2014,5,22,10,269.0,331.0,58.0,48.0,2600.0,128.0,27.5,998.5,17.7,0.0,0,2.6,0
10740,2014,5,22,11,277.0,332.0,56.0,50.0,2600.0,176.0,29.1,998.0,17.6,0.0,9,2.5,0
10741,2014,5,22,12,285.0,345.0,53.0,62.0,2900.0,210.0,30.8,997.4,16.4,0.0,0,2.7,0
10742,2014,5,22,13,284.0,286.0,59.0,56.0,3100.0,278.0,33.8,996.3,11.0,0.0,10,3.6,0
10743,2014,5,22,14,220.0,220.0,39.0,41.0,2100.0,334.0,34.7,995.8,5.2,0.0,8,5.2,0
10744,2014,5,22,15,69.0,69.0,15.0,15.0,500.0,207.0,34.3,995.6,4.9,0.0,10,5.7,0
10745,2014,5,22,16,49.0,92.0,8.0,13.0,300.0,180.0,34.2,995.6,6.5,0.0,10,2.4,0
10746,2014,5,22,17,43.0,94.0,8.0,14.0,400.0,173.0,32.9,995.8,7.0,0.0,10,4.0,0
10747,2014,5,22,18,49.0,111.0,10.0,19.0,400.0,182.0,31.6,996.2,6.6,0.0,10,4.2,0
10748,2014,5,22,19,46.0,71.0,9.0,20.0,400.0,173.0,30.4,997.2,10.9,0.0,10,2.5,0
10749,2014,5,22,20,43.0,125.0,10.0,27.0,500.0,155.0,29.7,998.4,10.8,0.0,9,1.7,0
10750,2014,5,22,21,52.0,102.0,13.0,29.0,600.0,152.0,28.7,998.9,11.3,0.0,2,1.7,0
10751,2014,5,22,22,56.0,110.0,12.0,35.0,600.0,123.0,27.5,999.4,11.9,0.0,0,2.1,0
10752,2014,5,22,23,66.0,125.0,10.0,57.0,700.0,78.0,26.3,999.5,12.4,0.0,0,1.4,0
10753,2014,5,23,0,69.0,118.0,11.0,67.0,700.0,58.0,26.3,1000.0,12.7,0.0,0,1.3,0
10754,2014,5,23,1,68.0,129.0,12.0,62.0,700.0,62.0,23.7,1000.5,12.7,0.0,6,2.2,0
10755,2014,5,23,2,76.0,136.0,16.0,54.0,700.0,63.0,23.0,1000.8,12.6,0.0,7,0.6,0
10756,2014,5,23,3,80.0,140.0,15.0,52.0,800.0,64.0,22.1,1001.1,12.4,0.0,6,1.1,0
10757,2014,5,23,4,84.0,123.0,14.0,50.0,800.0,67.0,22.0,1001.0,12.5,0.0,3,0.6,0
10758,2014,5,23,5,75.0,107.0,10.0,36.0,700.0,76.0,21.7,1001.6,13.3,0.0,6,1.5,0
10759,2014,5,23,6,79.0,138.0,12.0,56.0,900.0,57.0,23.2,1002.0,13.7,0.0,6,1.2,0
10760,2014,5,23,7,90.0,159.0,14.0,60.0,1000.0,49.0,26.2,1002.4,13.7,0.0,9,0.7,0
10761,2014,5,23,8,96.0,157.0,21.0,62.0,1000.0,63.0,27.1,1002.3,14.1,0.0,9,1.6,0
10762,2014,5,23,9,122.0,205.0,34.0,55.0,1300.0,105.0,28.6,1002.3,14.8,0.0,9,2.0,0
10763,2014,5,23,10,133.0,215.0,36.0,63.0,1200.0,132.0,31.6,1001.6,14.3,0.0,10,1.9,0
10764,2014,5,23,11,135.0,224.0,35.0,61.0,1300.0,179.0,33.6,1000.7,10.2,0.0,10,5.0,0
10765,2014,5,23,12,104.0,104.0,32.0,31.0,1000.0,233.0,34.0,1000.4,11.2,0.0,8,4.0,0
10766,2014,5,23,13,73.0,93.0,16.0,16.0,700.0,213.0,32.9,1000.4,10.9,0.0,10,3.1,0
10767,2014,5,23,14,73.0,153.0,17.0,16.0,700.0,223.0,33.1,999.9,8.5,0.0,10,5.0,0
10768,2014,5,23,15,65.0,65.0,13.0,15.0,600.0,217.0,32.3,999.7,7.2,0.0,10,4.3,0
10769,2014,5,23,16,38.0,50.0,7.0,15.0,400.0,188.0,31.8,999.6,9.3,0.0,10,3.2,0
10770,2014,5,23,17,42.0,90.0,7.0,20.0,500.0,184.0,31.1,999.7,9.3,0.0,8,1.6,0
10771,2014,5,23,18,47.0,83.0,9.0,25.0,500.0,178.0,30.3,999.9,11.3,0.0,10,1.4,0
10772,2014,5,23,19,53.0,124.0,11.0,39.0,600.0,169.0,29.6,999.9,12.5,0.0,0,0.9,0
10773,2014,5,23,20,66.0,138.0,11.0,42.0,700.0,165.0,28.6,1000.4,12.5,0.0,2,1.4,0
10774,2014,5,23,21,73.0,159.0,11.0,55.0,800.0,128.0,28.6,1000.3,12.1,0.0,0,2.2,0
10775,2014,5,23,22,78.0,142.0,11.0,61.0,900.0,111.0,28.0,999.9,12.4,0.0,0,1.9,0
10776,2014,5,23,23,87.0,147.0,11.0,65.0,900.0,85.0,27.2,999.8,13.2,0.0,0,2.5,0
10777,2014,5,24,0,86.0,188.0,15.0,78.0,1000.0,69.0,25.8,999.5,13.6,0.0,4,1.8,0
10778,2014,5,24,1,94.0,203.0,21.0,36.0,1000.0,145.0,24.9,999.5,14.1,0.0,3,2.1,0
10779,2014,5,24,2,87.0,89.0,17.0,29.0,900.0,129.0,23.6,999.4,15.1,0.0,5,0.8,0
10780,2014,5,24,3,78.0,135.0,15.0,25.0,900.0,132.0,20.8,999.4,17.0,1.0,6,1.1,0
10781,2014,5,24,4,64.0,140.0,7.0,43.0,800.0,94.0,19.1,999.4,17.6,2.3,7,0.8,0
10782,2014,5,24,5,58.0,80.0,2.0,30.0,700.0,74.0,19.2,998.9,17.2,1.1,1,1.4,0
10783,2014,5,24,6,63.0,65.0,2.0,21.0,700.0,79.0,18.9,999.2,17.6,4.9,5,0.9,0
10784,2014,5,24,7,56.0,67.0,2.0,22.0,800.0,54.0,18.8,999.4,17.6,1.2,2,1.0,0
10785,2014,5,24,8,62.0,62.0,2.0,24.0,800.0,53.0,18.9,999.3,17.7,1.3,4,1.4,0
10786,2014,5,24,9,50.0,50.0,2.0,38.0,900.0,27.0,19.0,999.4,17.7,0.4,3,1.5,0
10787,2014,5,24,10,52.0,52.0,2.0,28.0,900.0,33.0,19.7,999.6,17.3,0.0,5,1.0,0
10788,2014,5,24,11,47.0,47.0,2.0,27.0,900.0,30.0,20.8,999.2,17.8,0.0,5,1.0,0
10789,2014,5,24,12,49.0,49.0,2.0,31.0,1000.0,34.0,21.0,998.7,18.0,0.0,0,1.8,0
10790,2014,5,24,13,43.0,43.0,2.0,29.0,1000.0,42.0,21.1,998.6,18.1,0.0,0,1.9,0
10791,2014,5,24,14,62.0,62.0,2.0,33.0,900.0,51.0,21.5,998.2,17.9,0.0,0,1.9,0
